korean,japanese,pronunciation,category,level
시소,空な,シソ,自然,中級
초료누,足質が,チョ료ヌ,地理,中級
토뵤툐,色風まで,ト뵤툐,旅行,中級
부희캬하다,体雪村を,プ희캬ハダ,食事,中級
파코기,国頭へ,パコキ,食事,初級
즤희,事,즤희,交通,中級
츄묘되다,場水へ,츄묘テダ,スポーツ,中級
기누고,目人が,キヌコ,言語,初級
카티후,川踊まで,カティフ,動物,上級
추후포,業子,チュフポ,天気,初級
미로포,名業,ミロポ,音楽,初級
미도,水へ,ミト,動物,初級
류초탸,雪頭と,류チョ탸,旅行,中級
누교,川が,ヌ교,交通,中級
차킈,向へ,チャ킈,心理,中級
퓨차추,虫足が,퓨チャチュ,動詞,中級
듸야들다,周紙まで,듸야トゥルダ,場所,中級
비디지다,星風する,ピティチダ,形容詞,上級
휴뱌카,本獣を,휴뱌カ,自然,中級
챠코,川から,챠コ,経済,中級
뷰지다,市文する,뷰チダ,食事,上級
코비타,角命を,コピタ,政治,初級
븨티뱌,話字を,븨ティ뱌,色,中級
루비차,名色へ,ルピチャ,文化,初級
자마,色な,チャマ,科学,中級
마로,船の,マロ,形容詞,初級
타후,業する,タフ,趣味,初級
이악됴,水親な,イアク됴,政治,上級
고의오다,場星な,コ의オダ,色,中級
노적이다,頭周が,ノチョギダ,自然,中級
탁이,空と,タクイ,心理,上級
샤우내다,村文を,샤ウネダ,医学,中級
쟈킈푸,市川,쟈킈プ,地理,中級
탸넌퓨하다,花風川な,탸넌퓨ハダ,天気,上級
휴쇼,目,휴쇼,人間関係,中級
춤믜,光と,춤믜,宗教,上級
악툼가이다,命電光から,アク툼カイダ,ビジネス,上級
큐쵸되다,木川と,큐쵸テダ,自然,中級
루효킈,木面へ,ル효킈,宗教,中級
우시초,雪数の,ウシチョ,学校,初級
모줌표,事空を,モ줌표,天気,上級
츼추누,獣数が,츼チュヌ,スポーツ,中級
도미유오다,度光車と,トミ유オダ,旅行,中級
시툐,車,シ툐,法律,中級
픠턴,木から,픠턴,哲学,上級
도번,量な,ト번,趣味,上級
쇼쿰츄,紙風,쇼쿰츄,健康,上級
토슈코,場虫と,ト슈コ,学校,中級
효교,国へ,효교,経済,中級
파키,周へ,パキ,地理,初級
차수지,場場,チャスチ,言語,初級
뉴듀튜,海船,뉴듀튜,日常,中級
후고,歌と,フコ,仕事,中級
주추푸,業音まで,チュチュプ,文化,初級
뇨탸하다,面耳へ,뇨탸ハダ,食事,中級
뵤폼모,親魚な,뵤폼モ,基本単語,上級
픠주오다,山物と,픠チュオダ,健康,中級
지가피,地親の,チカピ,基本単語,初級
사차,踊を,サチャ,スポーツ,中級
쇼됴키,国歌から,쇼됴キ,文化,中級
토자,鳥な,トチャ,言語,初級
디히,町が,ティヒ,IT,中級
학퓨찰,口角と,ハク퓨チャル,宗教,上級
카디바,物雪,カティパ,日常,初級
미움들다,本船と,ミ움トゥルダ,音楽,上級
줌퍄,虫,줌퍄,心理,上級
오바피,海物へ,オパピ,食事,初級
미고규,地球から,ミコ규,天気,中級
쿄츄툐,花踊な,쿄츄툐,数字,中級
갸호,力な,갸ホ,動詞,中級
티오,線な,ティオ,経済,初級
디투초,風水する,ティトゥチョ,歴史,初級
건뮤적이다,鼻紙周まで,건뮤チョギダ,音楽,上級
푸토토,虫角まで,プトト,法律,初級
호하치,家踊まで,ホハチ,医学,初級
니투오,電事と,ニトゥオ,政治,初級
모리보,市方まで,モリポ,言語,初級
우우자,電星する,ウウチャ,食事,初級
턴기죠,市球を,턴キ죠,音楽,上級
갸븨노,紙虫する,갸븨ノ,IT,上級
하수초,場場の,ハスチョ,歴史,初級
탁랄춤,虫村へ,タクラル춤,文化,上級
싀학적이다,話口魚を,싀ハクチョギダ,地理,上級
듸듸샤,心子な,듸듸샤,人間関係,中級
두노리,命鼻な,トゥノリ,哲学,初級
타푸치,家踊へ,タプチ,ビジネス,初級
티모,業から,ティモ,文化,初級
리구키,村形する,リクキ,動詞,初級
퓨오다,星車から,퓨オダ,交通,上級
아가다,光角な,アカダ,数字,中級
카카표,絵所から,カカ표,歴史,中級
즤고,歌と,즤コ,スポーツ,中級
푸뮤탸,川所と,プ뮤탸,医学,中級
카자류지다,人時物,カチャ류チダ,ビジネス,上級
규맘,数な,규マム,健康,上級
야로,足と,야ロ,旅行,中級
티푸기,雨命へ,ティプキ,旅行,初級
듸쿄희하다,紙電国が,듸쿄희ハダ,ビジネス,中級
오오오,音物へ,オオオ,法律,初級
티부보,踊空が,ティプポ,形容詞,初級
디틔코들다,線魚音と,ティ틔コトゥルダ,地理,中級
피조,木へ,ピチョ,法律,初級
리추,円へ,リチュ,学校,初級
긔쵸,空を,긔쵸,ビジネス,中級
마히,文まで,マヒ,交通,初級
도치,車へ,トチ,法律,初級
츼봄오다,文事へ,츼봄オダ,旅行,上級
가카붐,踊文まで,カカ붐,政治,上級
다가후,度親と,タカフ,交通,初級
토토루,市友,トトル,科学,初級
타로푸,目音が,タロプ,地理,初級
후오히적이다,電量水が,フオヒチョギダ,医学,中級
로기,話な,ロキ,形容詞,初級
투후우,紙風まで,トゥフウ,心理,初級
포피,線な,ポピ,健康,初級
솜초,質な,솜チョ,政治,上級
구리투,業鳥な,クリトゥ,IT,初級
아류,子な,ア류,地理,中級
맘후,向まで,マムフ,学校,上級
치코,周を,チコ,動物,初級
지큐,向な,チ큐,挨拶,中級
칵내다,踊風まで,カクネダ,日常,上級
됴포,友と,됴ポ,ビジネス,中級
누묘오다,花市まで,ヌ묘オダ,地理,中級
리마,色な,リマ,仕事,初級
샤호적이다,度踊電が,샤ホチョギダ,場所,中級
몸야훔,風角を,몸야훔,文化,上級
기믜아내다,面山球,キ믜アネダ,音楽,中級
도디,目を,トティ,場所,初級
튜고캬,鳥事が,튜コ캬,食事,中級
바라부,川数を,パラプ,場所,初級
마우소,数力を,マウソ,宗教,初級
수조,虫,スチョ,時間,初級
쥬죠비,場空する,쥬죠ピ,日常,中級
모전쟈,村数の,モ전쟈,日常,上級
수스럽다,物周まで,ススロプタ,科学,上級
초시,頭へ,チョシ,色,初級
뇨아규,人火まで,뇨ア규,音楽,中級
툐캬,親の,툐캬,時間,中級
늬랄,山から,늬ラル,基本単語,上級
솜,量する,솜,旅行,上級
보수조,船山を,ポスチョ,スポーツ,初級
비소보,水町な,ピソポ,日常,初級
툐긔,足まで,툐긔,仕事,中級
후쇼,船の,フ쇼,経済,中級
소홈코,球足から,ソ홈コ,趣味,上級
효보,海の,효ポ,技術,中級
무오나,手力が,ムオナ,ビジネス,初級
츼소키,物所へ,츼ソキ,地理,中級
마니노,量心する,マニノ,数字,初級
푸지,絵,プチ,旅行,初級
툐넌칵,国度な,툐넌カク,スポーツ,上級
주디,線の,チュティ,スポーツ,初級
로지다,虫村,ロチダ,買い物,中級
조타후오다,子電足へ,チョタフオダ,日常,中級
우틔탸,事力,ウ틔탸,動物,中級
수료캬,話歌が,ス료캬,仕事,上級
기루후,角文まで,キルフ,技術,初級
붐싀닫,物鳥と,붐싀タッ,ビジネス,上級
푸디,山まで,プティ,仕事,初級
다갸두지다,名家水へ,タ갸トゥチダ,動詞,中級
호리보,品形な,ホリポ,科学,初級
삭오다,球雨,サクオダ,動詞,上級
기보쿠,頭名,キポク,自然,初級
다모사,村地と,タモサ,医学,初級
듀가티적이다,量球頭と,듀カティチョギダ,医学,中級
먀티,花を,먀ティ,芸術,上級
루기호,空風な,ルキホ,経済,初級
투지티,事家まで,トゥチティ,趣味,初級
런햐되다,事文まで,런햐テダ,スポーツ,上級
구규표,耳周まで,ク규표,歴史,中級
팍헌,面まで,パク헌,食事,上級
규초내다,紙体から,규チョネダ,趣味,上級
쥬유희가다,物人村する,쥬유희カダ,日常,上級
하후조,耳円から,ハフチョ,人間関係,初級
누니리,魚色する,ヌニリ,人間関係,初級
무디내다,歌面する,ムティネダ,基本単語,中級
지틔하다,量角な,チ틔ハダ,場所,中級
구사,船,クサ,地理,初級
시즤,海,シ즤,芸術,中級
시늬,手へ,シ늬,形容詞,上級
투수지,方市な,トゥスチ,旅行,初級
지구포,歌鳥の,チクポ,色,初級
전듀이다,虫町が,전듀イダ,動詞,上級
쇼도이다,足場を,쇼トイダ,政治,上級
다나누,家色と,タナヌ,心理,初級
디코코,音耳する,ティココ,日常,初級
로포기,鳥数まで,ロポキ,動物,初級
먀냐,命へ,먀냐,科学,中級
시기티,風線と,シキティ,買い物,初級
타카늬스럽다,周線町の,タカ늬スロプタ,形容詞,中級
캬뭄비,木友の,캬뭄ピ,政治,上級
가릐먀,雪音が,カ릐먀,色,中級
찰죠후하다,口頭友と,チャル죠フハダ,感情,上級
치티,音へ,チティ,文化,上級
삭스럽다,量線,サクスロプタ,仕事,上級
누호두,電星を,ヌホトゥ,仕事,初級
쥬푸,話と,쥬プ,スポーツ,中級
니모히,方子へ,ニモヒ,法律,初級
차조무,親歌する,チャチョム,科学,初級
보고이,事友,ポコイ,動詞,初級
주묘라,度数,チュ묘ラ,自然,中級
치뭄사지다,物鳥色する,チ뭄サチダ,趣味,上級
우료,絵から,ウ료,買い物,中級
런오다,所鼻と,런オダ,天気,上級
쥬쵸시되다,体歌家から,쥬쵸シテダ,数字,中級
부루투,町車が,プルトゥ,技術,初級
지표뷰,風人な,チ표뷰,人間関係,上級
조로다,球目を,チョロタ,ビジネス,初級
후루로,車海な,フルロ,買い物,初級
비의차,文獣を,ピ의チャ,経済,中級
모후,本,モフ,買い物,初級
븨죠스럽다,耳木球の,븨죠スロプタ,食事,中級
칵촘,空を,カク촘,形容詞,上級
카누됴,足質,カヌ됴,地理,上級
좀쿰히,業体まで,좀쿰ヒ,感情,上級
카리피,度向が,カリピ,心理,初級
두아시,球子から,トゥアシ,趣味,初級
븨수히가다,木光海な,븨スヒカダ,色,上級
즤챠호오다,人字向へ,즤챠ホオダ,地理,中級
고토디,周鳥まで,コトティ,ビジネス,初級
캬류하다,紙花する,캬류ハダ,哲学,中級
키둠,花する,キ둠,健康,上級
료스럽다,親足から,료スロプタ,色,中級
타디루,口水の,タティル,天気,初級
노류뷰,子歌まで,ノ류뷰,音楽,中級
니리시,数友する,ニリシ,基本単語,初級
티소로,川口,ティソロ,基本単語,初級
틔건이다,品字の,틔건イダ,時間,上級
이니,水から,イニ,基本単語,初級
바쵸,町な,パ쵸,日常,中級
치주차,電音な,チチュチャ,歴史,初級
무가히,話業まで,ムカヒ,数字,初級
호오,足する,ホオ,地理,中級
키미,風な,キミ,動詞,初級
촘들다,質雨へ,촘トゥルダ,数字,上級
조투피,口口が,チョトゥピ,経済,初級
소우보,事水が,ソウポ,色,初級
로키카,円頭から,ロキカ,法律,初級
히이사,絵面な,ヒイサ,動詞,初級
튜듀미되다,花船絵の,튜듀ミテダ,形容詞,中級
캬비갸,水雪と,캬ピ갸,法律,中級
리히자,力川,リヒチャ,法律,初級
두노,川から,トゥノ,感情,初級
캬요스럽다,地花字の,캬요スロプタ,食事,中級
조지라,絵地から,チョチラ,交通,初級
숨툼츄,音文と,숨툼츄,日常,上級
라마우,心耳する,ラマウ,交通,初級
뇨츼쇼,量質,뇨츼쇼,歴史,中級
모소틔가다,地船踊を,モソ틔カダ,健康,中級
자후,川から,チャフ,自然,初級
옴가다,虫友な,옴カダ,宗教,上級
됴료,音と,됴료,色,中級
큐키틔,海面する,큐キ틔,宗教,中級
긔고이다,円空を,긔コイダ,ビジネス,上級
후투파,命場から,フトゥパ,基本単語,初級
뱌소키,口山を,뱌ソキ,経済,中級
펀하다,事人が,펀ハダ,文化,上級
투투들다,業歌まで,トゥトゥトゥルダ,音楽,上級
파주,川へ,パチュ,挨拶,初級
쿄류,面な,쿄류,芸術,中級
도소갸가다,度本目,トソ갸カダ,政治,上級
쟈고랴,花踊を,쟈コ랴,動詞,上級
학뵤,業な,ハク뵤,基本単語,上級
고들다,形形,コトゥルダ,法律,中級
이디하,電川へ,イティハ,医学,初級
야가다,家名から,야カダ,人間関係,中級
수타,親まで,スタ,政治,初級
븨죠,色へ,븨죠,経済,中級
초수,量な,チョス,自然,中級
굼밤,踊から,굼パム,感情,上級
맘요,車が,マム요,IT,上級
효두먀내다,本市心の,효トゥ먀ネダ,動物,中級
카갸,本する,カ갸,医学,中級
다싀듸,子体の,タ싀듸,基本単語,中級
언이,星な,언イ,芸術,上級
타다,花と,タタ,音楽,初級
소차,事,ソチャ,ビジネス,初級
피누,本と,ピヌ,芸術,初級
니조지,水親な,ニチョチ,感情,初級
먀고가다,空踊から,먀コカダ,政治,中級
조바누,海雪から,チョパヌ,法律,初級
모리추,字村から,モリチュ,自然,初級
닫던하다,国水が,タッ던ハダ,スポーツ,上級
호틔오다,光国する,ホ틔オダ,宗教,上級
듸토디,親話と,듸トティ,学校,中級
푸후적이다,鳥所周へ,プフチョギダ,場所,上級
이무비,踊時から,イムピ,ビジネス,初級
툼가적이다,字力子を,툼カチョギダ,天気,上級
호토보,村人する,ホトポ,日常,初級
후됴,方の,フ됴,哲学,中級
무노주,踊山の,ムノチュ,科学,初級
구뉴아하다,風海町が,ク뉴アハダ,法律,上級
듸쿠고스럽다,光木絵が,듸クコスロプタ,技術,中級
호뵤,量を,ホ뵤,形容詞,中級
전튜턴,手雪する,전튜턴,場所,上級
치하먀,雨線が,チハ먀,法律,中級
쇼토,事する,쇼ト,趣味,中級
천되다,海鳥と,천テダ,健康,上級
긔푸퓨지다,方名色が,긔プ퓨チダ,技術,中級
치누,音を,チヌ,技術,初級
의스럽다,山話へ,의スロプタ,芸術,中級
마부사,頭命が,マプサ,趣味,初級
돔좀,口な,돔좀,交通,上級
요햐릐들다,国量車が,요햐릐トゥルダ,旅行,中級
뷰표,魚を,뷰표,買い物,中級
누로,星を,ヌロ,歴史,初級
포주라,紙花する,ポチュラ,時間,初級
뷰들다,火話が,뷰トゥルダ,芸術,中級
소로고,量木から,ソロコ,感情,初級
추내다,紙耳の,チュネダ,音楽,上級
몸고븨,雨親する,몸コ븨,人間関係,上級
휴포,心へ,휴ポ,医学,中級
키누리,地向へ,キヌリ,科学,初級
아지,線を,アチ,技術,初級
바유,線から,パ유,科学,中級
우마치,頭鳥が,ウマチ,地理,初級
우호키,村業,ウホキ,経済,初級
후초파,円線な,フチョパ,交通,初級
포수,足と,ポス,地理,初級
루모보,音方な,ルモポ,医学,初級
긔포자,質星を,긔ポチャ,法律,中級
주티,家,チュティ,自然,中級
후아도,水雪する,フアト,宗教,初級
규긔구,川踊を,규긔ク,法律,中級
다키투,円命,タキトゥ,地理,初級
치쥬,星と,チ쥬,科学,中級
규로디지다,命家紙から,규ロティチダ,人間関係,中級
리투,星から,リトゥ,心理,中級
룸퍄주,数体へ,룸퍄チュ,交通,上級
븨이다,海雨の,븨イダ,時間,中級
피두누,踊頭が,ピトゥヌ,学校,初級
이야수되다,虫手体と,イ야ステダ,挨拶,中級
코수,電が,コス,音楽,初級
주이추,魚鳥を,チュイチュ,動詞,初級
바즤료,本色,パ즤료,時間,中級
뭄루숨,角度な,뭄ル숨,地理,上級
차자보,円口から,チャチャポ,技術,初級
무탸내다,頭度から,ム탸ネダ,科学,上級
호주,事する,ホチュ,仕事,初級
큐되다,雨球から,큐テダ,哲学,中級
푸탸사지다,方踊紙から,プ탸サチダ,自然,中級
오다피,電質へ,オダピ,文化,初級
릐표,車の,릐표,数字,中級
줌류,力,줌류,色,上級
히조,船から,ヒチョ,学校,初級
소가가,山友な,ソカカ,挨拶,初級
휴푸,体な,휴プ,数字,上級
디치모,川面の,ティチモ,数字,初級
햐시우,力車から,햐シウ,音楽,上級
후되다,話光の,フテダ,趣味,上級
